id,digit
4172,1
4173,3
4174,7
4175,7
4176,5
4177,0
4178,3
4179,5
4180,3
4181,3
4182,1
4183,3
4184,1
4185,7
4186,4
4187,7
4188,5
4189,3
4190,9
4191,9
4192,3
4193,9
4194,3
4195,9
4196,0
4197,3
4198,1
4199,1
4200,0
4201,7
4202,7
4203,3
4204,3
4205,2
4206,8
4207,6
4208,9
4209,2
4210,8
4211,9
4212,2
4213,6
4214,1
4215,5
4216,0
4217,3
4218,6
4219,1
4220,1
4221,1
4222,2
4223,0
4224,2
4225,2
4226,3
4227,5
4228,7
4229,7
4230,7
4231,1
4232,4
4233,8
4234,5
4235,3
4236,6
4237,1
4238,7
4239,3
4240,4
4241,4
4242,1
4243,2
4244,1
4245,1
4246,1
4247,3
4248,3
4249,0
4250,7
4251,0
4252,8
4253,3
4254,6
4255,5
4256,2
4257,2
4258,5
4259,1
4260,5
4261,6
4262,5
4263,7
4264,7
4265,4
4266,6
4267,5
4268,3
4269,5
4270,4
4271,4
4272,0
4273,4
4274,8
4275,1
4276,6
4277,9
4278,7
4279,6
4280,3
4281,7
4282,1
4283,3
4284,0
4285,5
4286,0
4287,2
4288,9
4289,4
4290,2
4291,8
4292,5
4293,1
4294,3
4295,4
4296,0
4297,4
4298,7
4299,6
4300,4
4301,3
4302,5
4303,3
4304,1
4305,0
4306,7
4307,6
4308,2
4309,3
4310,5
4311,0
4312,9
4313,6
4314,7
4315,1
4316,4
4317,3
4318,7
4319,3
4320,4
4321,3
4322,8
4323,5
4324,9
4325,3
4326,0
4327,7
4328,0
4329,6
4330,9
4331,9
4332,6
4333,4
4334,2
4335,2
4336,4
4337,3
4338,5
4339,8
4340,6
4341,6
4342,3
4343,9
4344,9
4345,7
4346,7
4347,1
4348,4
4349,0
4350,1
4351,8
4352,0
4353,2
4354,1
4355,0
4356,6
4357,3
4358,3
4359,2
4360,5
4361,4
4362,9
4363,6
4364,1
4365,6
4366,2
4367,5
4368,3
4369,5
4370,4
4371,6
4372,4
4373,3
4374,6
4375,3
4376,2
4377,7
4378,5
4379,7
4380,3
4381,0
4382,5
4383,0
4384,5
4385,0
4386,1
4387,5
4388,5
4389,0
4390,4
4391,1
4392,4
4393,9
4394,5
4395,1
4396,0
4397,5
4398,8
4399,6
4400,6
4401,2
4402,9
4403,0
4404,2
4405,9
4406,6
4407,7
4408,6
4409,9
4410,5
4411,4
4412,1
4413,3
4414,3
4415,6
4416,7
4417,5
4418,0
4419,4
4420,7
4421,7
4422,9
4423,2
4424,7
4425,1
4426,5
4427,5
4428,0
4429,1
4430,3
4431,2
4432,0
4433,3
4434,1
4435,7
4436,6
4437,3
4438,9
4439,1
4440,5
4441,7
4442,6
4443,1
4444,2
4445,4
4446,0
4447,7
4448,2
4449,9
4450,6
4451,3
4452,2
4453,0
4454,5
4455,1
4456,3
4457,5
4458,0
4459,1
4460,8
4461,1
4462,5
4463,1
4464,0
4465,1
4466,5
4467,3
4468,1
4469,8
4470,8
4471,8
4472,1
4473,8
4474,0
4475,5
4476,3
4477,7
4478,7
4479,5
4480,5
4481,2
4482,0
4483,7
4484,9
4485,0
4486,4
4487,5
4488,3
4489,7
4490,1
4491,6
4492,5
4493,2
4494,4
4495,9
4496,3
4497,3
4498,3
4499,8
4500,5
4501,2
4502,4
4503,8
4504,3
4505,0
4506,1
4507,4
4508,8
4509,1
4510,3
4511,5
4512,8
4513,0
4514,5
4515,9
4516,1
4517,1
4518,8
4519,1
4520,3
4521,7
4522,4
4523,0
4524,6
4525,1
4526,0
4527,8
4528,3
4529,0
4530,7
4531,3
4532,4
4533,3
4534,9
4535,2
4536,7
4537,4
4538,7
4539,4
4540,9
4541,6
4542,0
4543,2
4544,6
4545,0
4546,5
4547,0
4548,8
4549,3
4550,3
4551,3
4552,0
4553,1
4554,8
4555,8
4556,1
4557,2
4558,9
4559,1
4560,7
4561,1
4562,7
4563,5
4564,4
4565,3
4566,1
4567,7
4568,4
4569,4
4570,4
4571,5
4572,8
4573,7
4574,2
4575,7
4576,3
4577,4
4578,1
4579,1
4580,8
4581,6
4582,3
4583,1
4584,3
4585,3
4586,7
4587,5
4588,7
4589,0
4590,2
4591,2
4592,5
4593,1
4594,7
4595,2
4596,8
4597,5
4598,7
4599,1
4600,4
4601,5
4602,8
4603,2
4604,3
4605,4
4606,1
4607,1
4608,7
4609,9
4610,0
4611,0
4612,8
4613,3
4614,1
4615,2
4616,0
4617,5
4618,3
4619,8
4620,7
4621,3
4622,4
4623,9
4624,9
4625,9
4626,5
4627,1
4628,4
4629,2
4630,4
4631,8
4632,4
4633,4
4634,5
4635,2
4636,0
4637,3
4638,6
4639,6
4640,9
4641,7
4642,1
4643,3
4644,2
4645,0
4646,9
4647,6
4648,3
4649,6
4650,8
4651,4
4652,2
4653,9
4654,7
4655,5
4656,1
4657,5
4658,2
4659,1
4660,0
4661,5
4662,7
4663,0
4664,9
4665,9
4666,7
4667,8
4668,7
4669,1
4670,4
4671,5
4672,2
4673,1
4674,2
4675,0
4676,2
4677,1
4678,2
4679,8
4680,0
4681,0
4682,6
4683,7
4684,5
4685,5
4686,2
4687,4
4688,9
4689,2
4690,7
4691,5
4692,9
4693,3
4694,6
4695,5
4696,1
4697,0
4698,1
4699,5
4700,0
4701,3
4702,7
4703,1
4704,4
4705,4
4706,4
4707,7
4708,3
4709,6
4710,8
4711,9
4712,4
4713,0
4714,7
4715,2
4716,2
4717,2
4718,5
4719,2
4720,7
4721,3
4722,0
4723,4
4724,9
4725,1
4726,7
4727,6
4728,4
4729,4
4730,5
4731,1
4732,2
4733,9
4734,7
4735,6
4736,8
4737,6
4738,2
4739,2
4740,6
4741,4
4742,6
4743,1
4744,2
4745,0
4746,1
4747,3
4748,2
4749,6
4750,0
4751,8
4752,2
4753,3
4754,3
4755,1
4756,6
4757,1
4758,3
4759,8
4760,4
4761,3
4762,3
4763,5
4764,4
4765,3
4766,1
4767,5
4768,4
4769,0
4770,1
4771,1
4772,9
4773,2
4774,4
4775,7
4776,5
4777,8
4778,5
4779,3
4780,8
4781,1
4782,8
4783,3
4784,8
4785,1
4786,1
4787,6
4788,4
4789,0
4790,3
4791,2
4792,1
4793,7
4794,5
4795,1
4796,5
4797,3
4798,9
4799,1
4800,4
4801,5
4802,8
4803,1
4804,4
4805,6
4806,2
4807,5
4808,9
4809,5
4810,2
4811,7
4812,5
4813,3
4814,1
4815,3
4816,5
4817,4
4818,2
4819,5
4820,4
4821,4
4822,5
4823,7
4824,1
4825,9
4826,8
4827,0
4828,9
4829,1
4830,3
4831,7
4832,3
4833,1
4834,5
4835,2
4836,2
4837,5
4838,2
4839,4
4840,2
4841,7
4842,8
4843,1
4844,6
4845,7
4846,2
